playerID,yearID,stint,teamID,lgID,babip_ab_against,h_hr_actual,MLB pBABIP,career_babip_actual_500_ab_minimum,1yr_babip_actual_100_ab_minimum,3yr_babip_actual_300_ab_minimum,5yr_babip_actual_500_ab_minimum,career_babip_aactual_500_ab_minimum_Relative,1yr_babip_aactual_100_ab_minimum_Relative,3yr_babip_actual_300_ab_minimum_Relative,5yr_babip_actual_500_ab_minimum_Relative,career_babip_actual_1000_ab_minimum,1yr_babip_actual_200_ab_minimum,3yr_babip_actual_600_ab_minimum,5yr_babip_actual_1000_ab_minimum,career_babip_actual_1000_ab_minimum_Relative,1yr_babip_actual_200_ab_minimum_Relative,3yr_babip_actual_600_ab_minimum_Relative,5yr_babip_actual_1000_ab_minimum_Relative,ros_team_id,hist_id,hist_team_id,ros_player_id
muratch01,1987,1,LTO,NL,431,136,0.295,0.247,0.398,0.372,0.291,0.838,1.348,1.261,0.987,0.247,0.398,0.372,0.291,0.838,1.348,1.261,0.987,,,,
muratch01,1988,1,LTO,NL,480,101,0.295,0.247,0.299,0.316,0.272,0.838,1.013,1.072,0.922,0.247,0.299,0.316,0.272,0.838,1.013,1.072,0.922,,,,
muratch01,1989,1,LTO,NL,592,126,0.295,0.247,0.286,0.312,0.257,0.838,0.971,1.057,0.871,0.247,0.286,0.312,0.257,0.838,0.971,1.057,0.871,,,,
muratch01,1990,1,LTO,NL,381,106,0.295,0.247,0.402,0.357,0.255,0.838,1.361,1.211,0.863,0.247,0.402,0.357,0.255,0.838,1.361,1.211,0.863,,,,
muratge01,1957,1,KKS,AL,3,1,0.295,0.258,0.45,0.386,0.295,0.874,1.525,1.307,1.0,0.258,0.45,0.386,0.295,0.874,1.525,1.307,1.0,,,,
muratge01,1958,1,KKS,AL,1056,241,0.295,0.258,0.283,0.323,0.229,0.874,0.958,1.094,0.775,0.258,0.283,0.323,0.229,0.874,0.958,1.094,0.775,,,,
muratge01,1959,1,KKS,AL,618,155,0.295,0.258,0.316,0.307,0.237,0.874,1.07,1.04,0.802,0.258,0.316,0.307,0.237,0.874,1.07,1.04,0.802,,,,
muratge01,1960,1,KKS,AL,975,245,0.295,0.258,0.304,0.306,0.242,0.874,1.032,1.036,0.821,0.258,0.304,0.306,0.242,0.874,1.032,1.036,0.821,,,,
muratge01,1961,1,KKS,AL,718,181,0.295,0.258,0.3,0.303,0.244,0.874,1.016,1.026,0.828,0.258,0.3,0.303,0.244,0.874,1.016,1.026,0.828,,,,
muratge01,1962,1,KKS,AL,713,185,0.295,0.258,0.31,0.31,0.247,0.874,1.05,1.049,0.837,0.258,0.31,0.31,0.247,0.874,1.05,1.049,0.837,,,,
muratge01,1963,1,KKS,AL,690,192,0.295,0.258,0.318,0.322,0.258,0.874,1.079,1.09,0.874,0.258,0.318,0.322,0.258,0.874,1.079,1.09,0.874,,,,
muratge01,1964,1,KKS,AL,377,116,0.295,0.258,0.343,0.337,0.265,0.874,1.163,1.141,0.897,0.258,0.343,0.337,0.265,0.874,1.163,1.141,0.897,,,,
muratge01,1965,1,SKS,AL,365,107,0.295,0.258,0.335,0.33,0.273,0.874,1.137,1.119,0.925,0.258,0.335,0.33,0.273,0.874,1.137,1.119,0.925,,,,
muratge01,1966,1,SKA,AL,624,160,0.295,0.258,0.301,0.31,0.274,0.874,1.021,1.051,0.93,0.258,0.301,0.31,0.274,0.874,1.021,1.051,0.93,,,,
muratge01,1967,1,SKA,AL,546,137,0.295,0.258,0.311,0.318,0.274,0.874,1.053,1.078,0.928,0.258,0.311,0.318,0.274,0.874,1.053,1.078,0.928,,,,
muratge01,1968,1,SKA,AL,315,86,0.295,0.258,0.357,0.342,0.272,0.874,1.21,1.159,0.922,0.258,0.357,0.342,0.272,0.874,1.21,1.159,0.922,,,,
muratge01,1969,1,ATM,AL,102,25,0.295,0.258,0.329,0.328,0.264,0.874,1.115,1.111,0.894,0.258,0.329,0.328,0.264,0.874,1.115,1.111,0.894,,,,
murathi01,1952,1,MNO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
murathi01,1953,1,MNO,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
murathi01,1954,1,TKU,NL,6,6,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
muratka02,1988,1,NKH,NL,52,18,0.295,0.253,0.45,0.395,0.295,0.857,1.525,1.341,1.0,0.253,0.45,0.395,0.295,0.857,1.525,1.341,1.0,,,,
muratka02,1989,1,DHH,NL,429,102,0.295,0.253,0.332,0.363,0.295,0.857,1.126,1.231,1.0,0.253,0.332,0.363,0.295,0.857,1.126,1.231,1.0,,,,
muratka02,1990,1,DHH,NL,579,150,0.295,0.253,0.369,0.354,0.255,0.857,1.249,1.2,0.863,0.253,0.369,0.354,0.255,0.857,1.249,1.2,0.863,,,,
muratka02,1991,1,DHH,NL,620,149,0.295,0.253,0.333,0.336,0.249,0.857,1.127,1.139,0.845,0.253,0.333,0.336,0.249,0.857,1.127,1.139,0.845,,,,
muratka02,1992,1,DHH,NL,599,144,0.295,0.253,0.314,0.318,0.247,0.857,1.066,1.079,0.837,0.253,0.314,0.318,0.247,0.857,1.066,1.079,0.837,,,,
muratka02,1993,1,DHH,NL,647,161,0.295,0.253,0.316,0.33,0.246,0.857,1.07,1.12,0.833,0.253,0.316,0.33,0.246,0.857,1.07,1.12,0.833,,,,
muratka02,1994,1,SBL,NL,334,95,0.295,0.253,0.391,0.355,0.252,0.857,1.325,1.205,0.853,0.253,0.391,0.355,0.252,0.857,1.325,1.205,0.853,,,,
muratka02,1995,1,SBL,NL,58,13,0.295,0.253,0.289,0.342,0.249,0.857,0.979,1.158,0.844,0.253,0.289,0.342,0.249,0.857,0.979,1.158,0.844,,,,
muratka02,1996,1,CHD,AL,41,11,0.295,0.253,0.45,0.411,0.253,0.857,1.525,1.394,0.856,0.253,0.45,0.411,0.253,0.857,1.525,1.394,0.856,,,,
muratka02,1997,1,CHD,AL,112,35,0.295,0.253,0.417,0.399,0.264,0.857,1.412,1.353,0.896,0.253,0.417,0.399,0.264,0.857,1.412,1.353,0.896,,,,
muratke01,2024,1,SBH,NL,3,1,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
muratke01,2025,1,SBH,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
muratsh03,1936,1,HNT,AL,13,3,0.295,0.295,0.231,0.256,0.295,1.0,0.782,0.869,1.0,0.295,0.231,0.256,0.295,1.0,0.782,0.869,1.0,,,,
muratsh03,1936,2,HNT,AL,13,3,0.295,0.295,0.231,0.256,0.295,1.0,0.782,0.869,1.0,0.295,0.231,0.256,0.295,1.0,0.782,0.869,1.0,,,,
muratta01,1975,1,KNB,NL,66,16,0.295,0.284,0.281,0.286,0.295,0.962,0.952,0.971,1.0,0.284,0.281,0.286,0.295,0.962,0.952,0.971,1.0,,,,
muratta01,1976,1,KNB,NL,0,0,0.295,0.284,0.295,0.306,0.295,0.962,1.0,1.037,1.0,0.284,0.295,0.306,0.295,0.962,1.0,1.037,1.0,,,,
muratta01,1977,1,KNB,NL,100,32,0.295,0.284,0.364,0.33,0.295,0.962,1.233,1.119,1.0,0.284,0.364,0.33,0.295,0.962,1.233,1.119,1.0,,,,
muratta01,1978,1,KNB,NL,243,58,0.295,0.284,0.265,0.303,0.295,0.962,0.898,1.028,1.0,0.284,0.265,0.303,0.295,0.962,0.898,1.028,1.0,,,,
muratta01,1979,1,KNB,NL,634,184,0.295,0.284,0.359,0.339,0.278,0.962,1.216,1.15,0.943,0.284,0.359,0.339,0.278,0.962,1.216,1.15,0.943,,,,
muratta01,1980,1,KNB,NL,448,127,0.295,0.284,0.355,0.356,0.281,0.962,1.203,1.206,0.954,0.284,0.355,0.356,0.281,0.962,1.203,1.206,0.954,,,,
muratta01,1981,1,KNB,NL,497,144,0.295,0.284,0.356,0.346,0.284,0.962,1.205,1.172,0.961,0.284,0.356,0.346,0.284,0.962,1.205,1.172,0.961,,,,
muratta01,1982,1,KNB,NL,450,117,0.295,0.284,0.307,0.324,0.277,0.962,1.041,1.098,0.94,0.284,0.307,0.324,0.277,0.962,1.041,1.098,0.94,,,,
muratta01,1983,1,KNB,NL,284,86,0.295,0.284,0.343,0.324,0.284,0.962,1.161,1.098,0.964,0.284,0.343,0.324,0.284,0.962,1.161,1.098,0.964,,,,
muratta01,1984,1,KNB,NL,364,90,0.295,0.284,0.284,0.307,0.276,0.962,0.962,1.041,0.936,0.284,0.284,0.307,0.276,0.962,0.962,1.041,0.936,,,,
muratta01,1985,1,KNB,NL,609,181,0.295,0.284,0.341,0.331,0.28,0.962,1.155,1.122,0.951,0.284,0.341,0.331,0.28,0.962,1.155,1.122,0.951,,,,
muratta01,1986,1,KNB,NL,597,168,0.295,0.284,0.348,0.354,0.279,0.962,1.179,1.198,0.945,0.284,0.348,0.354,0.279,0.962,1.179,1.198,0.945,,,,
muratta01,1987,1,KNB,NL,307,97,0.295,0.284,0.383,0.365,0.288,0.962,1.3,1.237,0.976,0.284,0.383,0.365,0.288,0.962,1.3,1.237,0.976,,,,
muratta01,1988,1,KNB,NL,411,116,0.295,0.284,0.327,0.347,0.285,0.962,1.108,1.177,0.966,0.284,0.327,0.347,0.285,0.962,1.108,1.177,0.966,,,,
muratta01,1989,1,KNB,NL,222,69,0.295,0.284,0.373,0.367,0.294,0.962,1.264,1.244,0.997,0.284,0.373,0.367,0.294,0.962,1.264,1.244,0.997,,,,
muratta01,1990,1,TYW,AL,25,7,0.295,0.284,0.389,0.367,0.293,0.962,1.318,1.244,0.992,0.284,0.389,0.367,0.293,0.962,1.318,1.244,0.992,,,,
muratto01,2008,1,YMG,AL,0,0,0.295,0.266,0.295,0.295,0.295,0.9,1.0,1.0,1.0,0.266,0.295,0.295,0.295,0.9,1.0,1.0,1.0,,,,
muratto01,2009,1,YMG,AL,0,0,0.295,0.266,0.295,0.295,0.295,0.9,1.0,1.0,1.0,0.266,0.295,0.295,0.295,0.9,1.0,1.0,1.0,,,,
muratto01,2010,1,YMG,AL,0,0,0.295,0.266,0.295,0.295,0.295,0.9,1.0,1.0,1.0,0.266,0.295,0.295,0.295,0.9,1.0,1.0,1.0,,,,
muratto01,2017,1,NPH,NL,171,39,0.295,0.266,0.305,0.306,0.295,0.9,1.033,1.036,1.0,0.266,0.305,0.306,0.295,0.9,1.033,1.036,1.0,,,,
muratto01,2018,1,NPH,NL,254,65,0.295,0.266,0.319,0.318,0.295,0.9,1.08,1.078,1.0,0.266,0.319,0.318,0.295,0.9,1.08,1.078,1.0,,,,
muratto01,2019,1,NPH,NL,112,28,0.295,0.266,0.329,0.332,0.246,0.9,1.117,1.126,0.833,0.266,0.329,0.332,0.246,0.9,1.117,1.126,0.833,,,,
muratto01,2020,1,NPH,NL,125,35,0.295,0.266,0.354,0.368,0.252,0.9,1.198,1.247,0.855,0.266,0.354,0.368,0.252,0.9,1.198,1.247,0.855,,,,
muratto01,2021,1,NPH,NL,31,17,0.295,0.266,0.45,0.4,0.266,0.9,1.525,1.355,0.9,0.266,0.45,0.4,0.266,0.9,1.525,1.355,0.9,,,,
muraymi01,1959,1,OST,AL,974,150,0.295,0.205,0.226,0.248,0.154,0.695,0.765,0.84,0.522,0.205,0.226,0.248,0.154,0.695,0.765,0.84,0.522,,,,
muraymi01,1960,1,OST,AL,553,104,0.295,0.205,0.268,0.267,0.166,0.695,0.909,0.905,0.564,0.205,0.268,0.267,0.166,0.695,0.909,0.905,0.564,,,,
muraymi01,1961,1,HNT,AL,966,222,0.295,0.205,0.305,0.289,0.191,0.695,1.032,0.98,0.647,0.205,0.305,0.289,0.191,0.695,1.032,0.98,0.647,,,,
muraymi01,1962,1,HNT,AL,1208,244,0.295,0.205,0.263,0.276,0.195,0.695,0.893,0.936,0.659,0.205,0.263,0.276,0.195,0.695,0.893,0.936,0.659,,,,
muraymi01,1963,1,HNT,AL,522,110,0.295,0.205,0.286,0.285,0.197,0.695,0.969,0.967,0.666,0.205,0.286,0.285,0.197,0.695,0.969,0.967,0.666,,,,
muraymi01,1964,1,HNT,AL,841,200,0.295,0.205,0.305,0.292,0.215,0.695,1.035,0.989,0.729,0.205,0.305,0.292,0.215,0.695,1.035,0.989,0.729,,,,
muraymi01,1965,1,HNT,AL,1015,204,0.295,0.205,0.257,0.264,0.215,0.695,0.872,0.894,0.73,0.205,0.257,0.264,0.215,0.695,0.872,0.894,0.73,,,,
muraymi01,1966,1,HNT,AL,958,178,0.295,0.205,0.242,0.251,0.206,0.695,0.821,0.85,0.698,0.205,0.242,0.251,0.206,0.695,0.821,0.85,0.698,,,,
muraymi01,1967,1,HNT,AL,595,121,0.295,0.205,0.269,0.274,0.207,0.695,0.914,0.929,0.701,0.205,0.269,0.274,0.207,0.695,0.914,0.929,0.701,,,,
muraymi01,1968,1,HNT,AL,653,156,0.295,0.205,0.32,0.307,0.211,0.695,1.084,1.039,0.717,0.205,0.32,0.307,0.211,0.695,1.084,1.039,0.717,,,,
muraymi01,1969,1,HNT,AL,708,161,0.295,0.205,0.304,0.287,0.209,0.695,1.032,0.972,0.707,0.205,0.304,0.287,0.209,0.695,1.032,0.972,0.707,,,,
muraymi01,1970,1,HNT,AL,514,78,0.295,0.205,0.201,0.239,0.202,0.695,0.68,0.81,0.686,0.205,0.201,0.239,0.202,0.695,0.68,0.81,0.686,,,,
muraymi01,1971,1,HNT,AL,273,64,0.295,0.205,0.288,0.275,0.211,0.695,0.977,0.932,0.717,0.205,0.288,0.275,0.211,0.695,0.977,0.932,0.717,,,,
muraymi01,1972,1,HNT,AL,279,70,0.295,0.205,0.31,0.302,0.218,0.695,1.05,1.025,0.739,0.205,0.31,0.302,0.218,0.695,1.05,1.025,0.739,,,,
murayya01,1957,1,NSL,NL,6,6,0.295,0.295,0.45,0.4,0.295,1.0,1.525,1.357,1.0,0.295,0.45,0.4,0.295,1.0,1.525,1.357,1.0,,,,
murayya01,1958,1,NSL,NL,216,57,0.295,0.295,0.356,0.372,0.295,1.0,1.208,1.262,1.0,0.295,0.356,0.372,0.295,1.0,1.208,1.262,1.0,,,,
murayya01,1959,1,NSL,NL,89,26,0.295,0.295,0.342,0.357,0.295,1.0,1.16,1.209,1.0,0.295,0.342,0.357,0.295,1.0,1.16,1.209,1.0,,,,
murayya01,1960,1,NSL,NL,6,2,0.295,0.295,0.4,0.367,0.295,1.0,1.356,1.245,1.0,0.295,0.4,0.367,0.295,1.0,1.356,1.245,1.0,,,,
murphbi01,2010,1,LTM,NL,475,118,0.295,0.268,0.346,0.347,0.295,0.908,1.173,1.176,1.0,0.268,0.346,0.347,0.295,0.908,1.173,1.176,1.0,,,,
murphbi01,2011,1,LTM,NL,171,55,0.295,0.268,0.401,0.369,0.268,0.908,1.361,1.251,0.908,0.268,0.401,0.369,0.268,0.908,1.361,1.251,0.908,,,,
murphpa01,2024,1,NPH,NL,127,29,0.295,0.295,0.305,0.301,0.295,1.0,1.035,1.021,1.0,0.295,0.305,0.301,0.295,1.0,1.035,1.021,1.0,,,,
mutohyu01,2011,1,CHD,AL,28,7,0.295,0.267,0.368,0.341,0.295,0.904,1.249,1.156,1.0,0.267,0.368,0.341,0.295,0.904,1.249,1.156,1.0,,,,
mutohyu01,2012,1,CHD,AL,137,32,0.295,0.267,0.305,0.329,0.295,0.904,1.033,1.115,1.0,0.267,0.305,0.329,0.295,0.904,1.033,1.115,1.0,,,,
mutohyu01,2013,1,CHD,AL,231,63,0.295,0.267,0.362,0.33,0.295,0.904,1.227,1.118,1.0,0.267,0.362,0.33,0.295,0.904,1.227,1.118,1.0,,,,
mutohyu01,2014,1,CHD,AL,82,16,0.295,0.267,0.258,0.302,0.295,0.904,0.875,1.022,1.0,0.267,0.258,0.302,0.295,0.904,0.875,1.022,1.0,,,,
mutohyu01,2015,1,CHD,AL,90,29,0.295,0.267,0.372,0.365,0.259,0.904,1.26,1.236,0.877,0.267,0.372,0.365,0.259,0.904,1.26,1.236,0.877,,,,
mutohyu01,2016,1,CHD,AL,17,9,0.295,0.267,0.45,0.403,0.268,0.904,1.525,1.367,0.907,0.267,0.45,0.403,0.268,0.904,1.525,1.367,0.907,,,,
mutohyu01,2017,1,CHD,AL,0,0,0.295,0.267,0.295,0.321,0.295,0.904,1.0,1.089,1.0,0.267,0.295,0.321,0.295,0.904,1.0,1.089,1.0,,,,
mutohyu01,2018,1,DNB,AL,78,16,0.295,0.267,0.271,0.28,0.295,0.904,0.919,0.948,1.0,0.267,0.271,0.28,0.295,0.904,0.919,0.948,1.0,,,,
mutohyu01,2019,1,DNB,AL,125,27,0.295,0.267,0.29,0.318,0.295,0.904,0.984,1.079,1.0,0.267,0.29,0.318,0.295,0.904,0.984,1.079,1.0,,,,
mutohyu01,2020,1,DNB,AL,103,39,0.295,0.267,0.45,0.387,0.295,0.904,1.525,1.312,1.0,0.267,0.45,0.387,0.295,0.904,1.525,1.312,1.0,,,,
mutohyu01,2021,1,DNB,AL,1,0,0.295,0.267,0.295,0.326,0.295,0.904,1.0,1.105,1.0,0.267,0.295,0.326,0.295,0.904,1.0,1.105,1.0,,,,
mutoju01,1993,1,LTM,NL,67,31,0.295,0.284,0.45,0.417,0.295,0.963,1.525,1.415,1.0,0.284,0.45,0.417,0.295,0.963,1.525,1.415,1.0,,,,
mutoju01,1994,1,LTM,NL,68,19,0.295,0.284,0.442,0.445,0.295,0.963,1.498,1.509,1.0,0.284,0.442,0.445,0.295,0.963,1.498,1.509,1.0,,,,
mutoju01,1995,1,LTM,NL,7,5,0.295,0.284,0.45,0.448,0.295,0.963,1.525,1.52,1.0,0.284,0.45,0.448,0.295,0.963,1.525,1.52,1.0,,,,
mutoju01,1996,1,LTM,NL,194,63,0.295,0.284,0.45,0.445,0.295,0.963,1.525,1.507,1.0,0.284,0.45,0.445,0.295,0.963,1.525,1.507,1.0,,,,
mutoju01,1997,1,LTM,NL,184,55,0.295,0.284,0.423,0.409,0.333,0.963,1.434,1.387,1.128,0.284,0.423,0.409,0.333,0.963,1.434,1.387,1.128,,,,
mutoju01,1998,1,LTM,NL,466,113,0.295,0.284,0.327,0.349,0.277,0.963,1.107,1.183,0.941,0.284,0.327,0.349,0.277,0.963,1.107,1.183,0.941,,,,
mutoju01,1999,1,LTM,NL,429,114,0.295,0.284,0.342,0.356,0.273,0.963,1.16,1.208,0.927,0.284,0.342,0.356,0.273,0.963,1.16,1.208,0.927,,,,
mutoju01,2000,1,LTM,NL,217,65,0.295,0.284,0.428,0.415,0.275,0.963,1.45,1.407,0.933,0.284,0.428,0.415,0.275,0.963,1.45,1.407,0.933,,,,
mutoju01,2001,1,LTM,NL,6,2,0.295,0.284,0.45,0.441,0.268,0.963,1.525,1.496,0.909,0.284,0.45,0.441,0.268,0.963,1.525,1.496,0.909,,,,
mutoju01,2002,1,NPH,NL,128,36,0.295,0.284,0.429,0.397,0.265,0.963,1.453,1.346,0.898,0.284,0.429,0.397,0.265,0.963,1.453,1.346,0.898,,,,
mutoju01,2003,1,NPH,NL,9,1,0.295,0.284,0.25,0.295,0.276,0.963,0.847,0.999,0.937,0.284,0.25,0.295,0.276,0.963,0.847,0.999,0.937,,,,
mutoju01,2004,1,SBL,NL,0,0,0.295,0.284,0.295,0.286,0.295,0.963,1.0,0.969,1.0,0.284,0.295,0.286,0.295,0.963,1.0,0.969,1.0,,,,
mutoyo01,2012,1,RKE,NL,46,10,0.295,0.295,0.278,0.285,0.295,1.0,0.942,0.965,1.0,0.295,0.278,0.285,0.295,1.0,0.942,0.965,1.0,,,,
mutoyo01,2013,1,RKE,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,0.999,1.0,0.295,0.295,0.295,0.295,1.0,1.0,0.999,1.0,,,,
mutoyo01,2014,1,RKE,NL,61,14,0.295,0.295,0.311,0.33,0.295,1.0,1.055,1.117,1.0,0.295,0.311,0.33,0.295,1.0,1.055,1.117,1.0,,,,
mutoyo01,2015,1,RKE,NL,229,78,0.295,0.295,0.419,0.404,0.295,1.0,1.422,1.369,1.0,0.295,0.419,0.404,0.295,1.0,1.422,1.369,1.0,,,,
mutoyo01,2016,1,RKE,NL,9,4,0.295,0.295,0.45,0.413,0.295,1.0,1.525,1.4,1.0,0.295,0.45,0.413,0.295,1.0,1.525,1.4,1.0,,,,
mutoyo01,2017,1,RKE,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
myersro01,2004,1,HNT,AL,80,25,0.295,0.295,0.362,0.335,0.295,1.0,1.228,1.137,1.0,0.295,0.362,0.335,0.295,1.0,1.228,1.137,1.0,,,,
myettaa01,2005,1,RKE,NL,14,6,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
nabatts01,2019,1,NPH,NL,26,8,0.295,0.295,0.364,0.367,0.295,1.0,1.233,1.245,1.0,0.295,0.364,0.367,0.295,1.0,1.233,1.245,1.0,,,,
nabatts01,2020,1,NPH,NL,19,8,0.295,0.295,0.45,0.373,0.295,1.0,1.525,1.263,1.0,0.295,0.45,0.373,0.295,1.0,1.525,1.263,1.0,,,,
nabatts01,2021,1,NPH,NL,19,1,0.295,0.295,0.15,0.234,0.295,1.0,0.508,0.793,1.0,0.295,0.15,0.234,0.295,1.0,0.508,0.793,1.0,,,,
nabatts01,2022,1,NPH,NL,33,7,0.295,0.295,0.269,0.237,0.295,1.0,0.913,0.803,1.0,0.295,0.269,0.237,0.295,1.0,0.913,0.803,1.0,,,,
nabatts01,2023,1,NPH,NL,27,5,0.295,0.295,0.227,0.28,0.295,1.0,0.77,0.95,1.0,0.295,0.227,0.28,0.295,1.0,0.77,0.95,1.0,,,,
nabatts01,2024,1,NPH,NL,137,47,0.295,0.295,0.45,0.363,0.295,1.0,1.525,1.232,1.0,0.295,0.45,0.363,0.295,1.0,1.525,1.232,1.0,,,,
nabatts01,2025,1,NPH,NL,90,17,0.295,0.295,0.239,0.293,0.295,1.0,0.812,0.992,1.0,0.295,0.239,0.293,0.295,1.0,0.812,0.992,1.0,,,,
nabeymi01,1983,1,HRC,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nabeymi01,1984,1,HRC,AL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
nabeymi01,1985,1,HRC,AL,7,2,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
nabeymi01,1986,1,HRC,AL,0,0,0.295,0.295,0.295,0.357,0.295,1.0,1.0,1.21,1.0,0.295,0.295,0.357,0.295,1.0,1.0,1.21,1.0,,,,
nabeymi01,1987,1,HRC,AL,3,2,0.295,0.295,0.45,0.365,0.295,1.0,1.525,1.239,1.0,0.295,0.45,0.365,0.295,1.0,1.525,1.239,1.0,,,,
nabeymi01,1988,1,HRC,AL,13,2,0.295,0.295,0.182,0.258,0.295,1.0,0.616,0.875,1.0,0.295,0.182,0.258,0.295,1.0,0.616,0.875,1.0,,,,
nabeymi01,1989,1,NPH,NL,0,0,0.295,0.295,0.295,0.272,0.295,1.0,1.0,0.923,1.0,0.295,0.295,0.272,0.295,1.0,1.0,0.923,1.0,,,,
nagabyo01,1968,1,KNB,NL,63,16,0.295,0.295,0.314,0.306,0.295,1.0,1.063,1.038,1.0,0.295,0.314,0.306,0.295,1.0,1.063,1.038,1.0,,,,
nagabyo01,1969,1,KNB,NL,0,0,0.295,0.295,0.295,0.299,0.295,1.0,1.0,1.013,1.0,0.295,0.295,0.299,0.295,1.0,1.0,1.013,1.0,,,,
nagabyo01,1970,1,KNB,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1971,1,KNB,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1972,1,KNB,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1973,1,KNB,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1974,1,KNB,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1975,1,KNB,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1976,1,NPH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1977,1,NPH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1978,1,NPH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagabyo01,1979,1,NPH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
nagadhi01,1986,1,HRC,AL,400,90,0.295,0.253,0.338,0.327,0.295,0.857,1.147,1.109,1.0,0.253,0.338,0.327,0.295,0.857,1.147,1.109,1.0,,,,
nagadhi01,1987,1,HRC,AL,378,91,0.295,0.253,0.325,0.332,0.233,0.857,1.102,1.126,0.789,0.253,0.325,0.332,0.233,0.857,1.102,1.126,0.789,,,,
nagadhi01,1988,1,HRC,AL,403,97,0.295,0.253,0.348,0.337,0.235,0.857,1.179,1.141,0.798,0.253,0.348,0.337,0.235,0.857,1.179,1.141,0.798,,,,
nagadhi01,1989,1,HRC,AL,549,117,0.295,0.253,0.315,0.323,0.228,0.857,1.066,1.095,0.774,0.253,0.315,0.323,0.228,0.857,1.066,1.095,0.774,,,,
nagadhi01,1990,1,HRC,AL,607,139,0.295,0.253,0.324,0.338,0.228,0.857,1.098,1.145,0.775,0.253,0.324,0.338,0.228,0.857,1.098,1.145,0.775,,,,
nagadhi01,1991,1,HRC,AL,345,103,0.295,0.253,0.402,0.386,0.24,0.857,1.364,1.31,0.813,0.253,0.402,0.386,0.24,0.857,1.364,1.31,0.813,,,,
nagadhi01,1992,1,HRC,AL,462,139,0.295,0.253,0.401,0.386,0.251,0.857,1.358,1.309,0.852,0.253,0.401,0.386,0.251,0.857,1.358,1.309,0.852,,,,
nagadhi01,1993,1,HRC,AL,358,92,0.295,0.253,0.327,0.358,0.254,0.857,1.11,1.215,0.862,0.253,0.327,0.358,0.254,0.857,1.11,1.215,0.862,,,,
