playerID,awardID,yearID,lgID,tie,notes,
sasakma01,Silver Slugger,1992,NL,,OF,
sheetla01,Silver Slugger,1992,AL,,OF,
takahsa01,Silver Slugger,1992,NL,,OF,
tanabno01,Silver Slugger,1992,NL,,SS,
tsujiha02,Silver Slugger,1992,NL,,2B,
wadayu01,Silver Slugger,1992,AL,,2B,
imanash02,Cy Young Award,1993,AL,,,
akiyako01,Gold Glove,1993,NL,,OF,
furutat01,Gold Glove,1993,AL,,C,
hiranke02,Gold Glove,1993,NL,,OF,
hiroste01,Gold Glove,1993,NL,,SS,
iidate02,Gold Glove,1993,AL,,OF,
imanash02,Gold Glove,1993,AL,,P,
ishighi02,Gold Glove,1993,NL,,3B,
ishiita02,Gold Glove,1993,AL,,3B,
kawaima01,Gold Glove,1993,AL,,SS,
kiyohka01,Gold Glove,1993,NL,,1B,
komadno01,Gold Glove,1993,AL,,1B,
kuwatma01,Gold Glove,1993,AL,,P,
maedato01,Gold Glove,1993,AL,,OF,
nodako02,Gold Glove,1993,NL,,P,
sasakma01,Gold Glove,1993,NL,,OF,
shinjts01,Gold Glove,1993,AL,,OF,
tamurfu01,Gold Glove,1993,NL,,C,
tsujiha02,Gold Glove,1993,NL,,2B,
wadayu01,Gold Glove,1993,AL,,2B,
furutat01,MVP,1993,AL,,,
kudoki01,MVP,1993,NL,,,
itoto01,Rookie of the Year,1993,AL,,,
sugiyke02,Rookie of the Year,1993,NL,,,
akiyako01,Silver Slugger,1993,NL,,OF,
bryanra01,Silver Slugger,1993,NL,,,
etoak01,Silver Slugger,1993,AL,,3B,
fujiiya01,Silver Slugger,1993,NL,,OF,
furutat01,Silver Slugger,1993,AL,,C,
hiroska01,Silver Slugger,1993,AL,,1B,
hiroste01,Silver Slugger,1993,NL,,SS,
ikeyata01,Silver Slugger,1993,AL,,SS,
imanash02,Silver Slugger,1993,AL,,P,
ishighi02,Silver Slugger,1993,NL,,3B,
ishiihi02,Silver Slugger,1993,NL,,1B,
kudoki01,Silver Slugger,1993,NL,,P,
maedato01,Silver Slugger,1993,AL,,OF,
powelal01,Silver Slugger,1993,AL,,OF,
rosero01,Silver Slugger,1993,AL,,2B,
sasakma01,Silver Slugger,1993,NL,,OF,
shinjts01,Silver Slugger,1993,AL,,OF,
tamurfu01,Silver Slugger,1993,NL,,C,
tsujiha02,Silver Slugger,1993,NL,,2B,
yamamma04,Cy Young Award,1994,AL,,,
akiyako01,Gold Glove,1994,NL,,OF,
hiroste01,Gold Glove,1994,NL,,SS,
iidate02,Gold Glove,1994,AL,,OF,
ishiita02,Gold Glove,1994,AL,,3B,
itots01,Gold Glove,1994,NL,,C,
kawaima01,Gold Glove,1994,AL,,SS,
kiyohka01,Gold Glove,1994,NL,,1B,
komadno01,Gold Glove,1994,AL,,1B,
kudoki01,Gold Glove,1994,NL,,P,
kuwatma01,Gold Glove,1994,AL,,P,
maedato01,Gold Glove,1994,AL,,OF,
matsuhi08,Gold Glove,1994,NL,,3B,
nishish01,Gold Glove,1994,AL,,C,
sasakma01,Gold Glove,1994,NL,,OF,
shinjts01,Gold Glove,1994,AL,,OF,
suzukic01,Gold Glove,1994,NL,,OF,
tsujiha02,Gold Glove,1994,NL,,2B,
wadayu01,Gold Glove,1994,AL,,2B,
kuwatma01,MVP,1994,AL,,,
suzukic01,MVP,1994,NL,,,
watanhi01,Rookie of the Year,1994,NL,,,
yabuke01,Rookie of the Year,1994,AL,,,
bragggl01,Silver Slugger,1994,AL,,OF,
bryanra01,Silver Slugger,1994,NL,,,
etoak01,Silver Slugger,1994,AL,,3B,
fukurju01,Silver Slugger,1994,NL,,2B,
hiroste01,Silver Slugger,1994,NL,,SS,
irabuhi01,Silver Slugger,1994,NL,,P,
ishiihi02,Silver Slugger,1994,NL,,1B,
kawaima01,Silver Slugger,1994,AL,,SS,
maedato01,Silver Slugger,1994,AL,,OF,
matsuhi08,Silver Slugger,1994,NL,,3B,
nishish01,Silver Slugger,1994,AL,,C,
powelal01,Silver Slugger,1994,AL,,OF,
reimeke01,Silver Slugger,1994,NL,,OF,
sasakma01,Silver Slugger,1994,NL,,OF,
suzukic01,Silver Slugger,1994,NL,,OF,
taihoya01,Silver Slugger,1994,AL,,1B,
wadayu01,Silver Slugger,1994,AL,,2B,
yamamma04,Silver Slugger,1994,AL,,P,
yoshiko04,Silver Slugger,1994,NL,,C,
saitoma03,Cy Young Award,1995,AL,,,
akiyako01,Gold Glove,1995,NL,,OF,
babato01,Gold Glove,1995,NL,,3B,
francju02,Gold Glove,1995,NL,,1B,
furutat01,Gold Glove,1995,AL,,C,
iidate02,Gold Glove,1995,AL,,OF,
ishiita02,Gold Glove,1995,AL,,3B,
itots01,Gold Glove,1995,NL,,C,
kokubhi01,Gold Glove,1995,NL,,2B,
komadno01,Gold Glove,1995,AL,,1B,
kudoki01,Gold Glove,1995,NL,,P,
nomurke01,Gold Glove,1995,AL,,SS,
ogatako01,Gold Glove,1995,AL,,OF,
otosh01,Gold Glove,1995,AL,,OF,
saitoma03,Gold Glove,1995,AL,,P,
suzukic01,Gold Glove,1995,NL,,OF,
tagucso01,Gold Glove,1995,NL,,OF,
tatsuka01,Gold Glove,1995,AL,,2B,
omallto01,MVP,1995,AL,,,
suzukic01,MVP,1995,NL,,,
hiraima01,Rookie of the Year,1995,NL,,,
yamauya01,Rookie of the Year,1995,AL,,,
etoak01,Silver Slugger,1995,AL,,3B,
francju02,Silver Slugger,1995,NL,,1B,
furutat01,Silver Slugger,1995,AL,,C,
hatsuki01,Silver Slugger,1995,NL,,3B,
irabuhi01,Silver Slugger,1995,NL,,P,
jacksda01,Silver Slugger,1995,NL,,OF,
kanemto01,Silver Slugger,1995,AL,,OF,
kokubhi01,Silver Slugger,1995,NL,,2B,
matsuhi03,Silver Slugger,1995,AL,,OF,
nakajsa01,Silver Slugger,1995,NL,,C,
neeltr01,Silver Slugger,1995,NL,,1B,
nomurke01,Silver Slugger,1995,AL,,SS,
omallto01,Silver Slugger,1995,AL,,1B,
powelal01,Silver Slugger,1995,AL,,OF,
rosero01,Silver Slugger,1995,AL,,2B,
saitoma03,Silver Slugger,1995,AL,,P,
sasakma01,Silver Slugger,1995,NL,,OF,
suzukic01,Silver Slugger,1995,NL,,OF,
saitoma03,Cy Young Award,1996,AL,,,
akiyako01,Gold Glove,1996,NL,,OF,
babato01,Gold Glove,1996,NL,,3B,
etoak01,Gold Glove,1996,AL,,3B,
iidate02,Gold Glove,1996,AL,,OF,
kataoat01,Gold Glove,1996,NL,,1B,
kawaima01,Gold Glove,1996,AL,,SS,
komadno01,Gold Glove,1996,AL,,1B,
nishish01,Gold Glove,1996,AL,,C,
nishiyu06,Gold Glove,1996,NL,,P,
ogatako01,Gold Glove,1996,AL,,OF,
oshimko01,Gold Glove,1996,NL,,2B,
saitoma03,Gold Glove,1996,AL,,P,
shinjts01,Gold Glove,1996,AL,,OF,
suzukic01,Gold Glove,1996,NL,,OF,
tagucso01,Gold Glove,1996,NL,,OF,
takadma01,Gold Glove,1996,NL,,C,
tatsuka01,Gold Glove,1996,AL,,2B,
matsuhi03,MVP,1996,AL,,,
suzukic01,MVP,1996,NL,,,
kanekma01,Rookie of the Year,1996,NL,,,
nishito01,Rookie of the Year,1996,AL,,,
etoak01,Silver Slugger,1996,AL,,3B,
hillmer01,Silver Slugger,1996,NL,,P,
kataoat01,Silver Slugger,1996,NL,,1B,
lopezlu02,Silver Slugger,1996,AL,,1B,
matsuhi03,Silver Slugger,1996,AL,,OF,
muramar01,Silver Slugger,1996,NL,,OF,
nakamno01,Silver Slugger,1996,NL,,3B,
neeltr01,Silver Slugger,1996,NL,,1B,
nishish01,Silver Slugger,1996,AL,,C,
nomurke01,Silver Slugger,1996,AL,,SS,
oshimko01,Silver Slugger,1996,NL,,2B,
powelal01,Silver Slugger,1996,AL,,OF,
saitoma03,Silver Slugger,1996,AL,,P,
suzukic01,Silver Slugger,1996,NL,,OF,
tagucso01,Silver Slugger,1996,NL,,OF,
tatsuka01,Silver Slugger,1996,AL,,2B,
yamasta02,Silver Slugger,1996,AL,,OF,
yoshiko04,Silver Slugger,1996,NL,,C,
nishifu01,Cy Young Award,1997,NL,,,
furutat01,Gold Glove,1997,AL,,C,
ideta01,Gold Glove,1997,NL,,OF,
iidate02,Gold Glove,1997,AL,,OF,
itots01,Gold Glove,1997,NL,,C,
kataoat01,Gold Glove,1997,NL,,3B,
komadno01,Gold Glove,1997,AL,,1B,
kuwatma01,Gold Glove,1997,AL,,P,
matsuka02,Gold Glove,1997,NL,,SS,
miyamsh02,Gold Glove,1997,AL,,SS,
nishifu01,Gold Glove,1997,NL,,P,
ogatako01,Gold Glove,1997,AL,,OF,
oshimko01,Gold Glove,1997,NL,,2B,
shindta02,Gold Glove,1997,AL,,3B,
shinjts01,Gold Glove,1997,AL,,OF,
suzukic01,Gold Glove,1997,NL,,OF,
tagucso01,Gold Glove,1997,NL,,OF,
takagta02,Gold Glove,1997,NL,,1B,
tatsuka01,Gold Glove,1997,AL,,2B,
furutat01,MVP,1997,AL,,,
nishifu01,MVP,1997,NL,,,
kosakma01,Rookie of the Year,1997,NL,,,
sawazto01,Rookie of the Year,1997,AL,,,
clarkph01,Silver Slugger,1997,NL,,1B,
furutat01,Silver Slugger,1997,AL,,C,
gomezle01,Silver Slugger,1997,AL,,3B,
hoseydw01,Silver Slugger,1997,AL,,OF,
ishiita02,Silver Slugger,1997,AL,,SS,
itots01,Silver Slugger,1997,NL,,C,
kokubhi01,Silver Slugger,1997,NL,,2B,
lopezlu02,Silver Slugger,1997,AL,,1B,
martido01,Silver Slugger,1997,NL,,1B,
matsuhi03,Silver Slugger,1997,AL,,OF,
matsuka02,Silver Slugger,1997,NL,,SS,
nishifu01,Silver Slugger,1997,NL,,P,
rhodetu01,Silver Slugger,1997,NL,,OF,
rosero01,Silver Slugger,1997,AL,,2B,
sasakma01,Silver Slugger,1997,NL,,OF,
suzukic01,Silver Slugger,1997,NL,,OF,
suzukke04,Silver Slugger,1997,NL,,3B,
suzukta02,Silver Slugger,1997,AL,,OF,
yamamma04,Silver Slugger,1997,AL,,P,
kawaske03,Cy Young Award,1998,AL,,,
ishiita02,Gold Glove,1998,AL,,SS,
itots01,Gold Glove,1998,NL,,C,
kanekma01,Gold Glove,1998,NL,,2B,
kataoat01,Gold Glove,1998,NL,,3B,
komadno01,Gold Glove,1998,AL,,1B,
kuwatma01,Gold Glove,1998,AL,,P,
matsuka02,Gold Glove,1998,NL,,SS,
nishifu01,Gold Glove,1998,NL,,P,
ogatako01,Gold Glove,1998,AL,,OF,
omurana01,Gold Glove,1998,NL,,OF,
otomosu01,Gold Glove,1998,NL,,OF,
rosero01,Gold Glove,1998,AL,,2B,
shindta02,Gold Glove,1998,AL,,3B,
shinjts01,Gold Glove,1998,AL,,OF,
suzukic01,Gold Glove,1998,NL,,OF,
takagta02,Gold Glove,1998,NL,,1B,
takahyo01,Gold Glove,1998,AL,,OF,
tanismo01,Gold Glove,1998,AL,,C,
matsuka02,MVP,1998,NL,,,
sasakka01,MVP,1998,AL,,,
kawakke01,Rookie of the Year,1998,AL,,,
ozekita01,Rookie of the Year,1998,NL,,,
clarkph01,Silver Slugger,1998,NL,,1B,
etoak01,Silver Slugger,1998,AL,,3B,
francju02,Silver Slugger,1998,NL,,2B,
ishiita02,Silver Slugger,1998,AL,,SS,
itots01,Silver Slugger,1998,NL,,C,
kataoat01,Silver Slugger,1998,NL,,3B,
komadno01,Silver Slugger,1998,AL,,1B,
maedato01,Silver Slugger,1998,AL,,OF,
matsuhi03,Silver Slugger,1998,AL,,OF,
matsuka02,Silver Slugger,1998,NL,,SS,
nishifu01,Silver Slugger,1998,NL,,P,
omurana01,Silver Slugger,1998,NL,,OF,
rosero01,Silver Slugger,1998,AL,,2B,
sasakka01,Silver Slugger,1998,AL,,P,
shibahi02,Silver Slugger,1998,NL,,OF,
suzukic01,Silver Slugger,1998,NL,,OF,
suzukta02,Silver Slugger,1998,AL,,OF,
tanismo01,Silver Slugger,1998,AL,,C,
wilsoni01,Silver Slugger,1998,NL,,,
ueharko02,Cy Young Award,1999,AL,,,
akiyako01,Gold Glove,1999,NL,,OF,
furutat01,Gold Glove,1999,AL,,C,
jojimke01,Gold Glove,1999,NL,,C,
kanekma01,Gold Glove,1999,NL,,2B,
komadno01,Gold Glove,1999,AL,,1B,
kosakma01,Gold Glove,1999,NL,,SS,
matsuda01,Gold Glove,1999,NL,,P,
miyamsh02,Gold Glove,1999,AL,,SS,
nakamno01,Gold Glove,1999,NL,,3B,
nishito01,Gold Glove,1999,AL,,2B,
ogasami01,Gold Glove,1999,NL,,1B,
ogatako01,Gold Glove,1999,AL,,OF,
otomosu01,Gold Glove,1999,NL,,OF,
shindta02,Gold Glove,1999,AL,,3B,
shinjts01,Gold Glove,1999,AL,,OF,
suzukic01,Gold Glove,1999,NL,,OF,
takahyo01,Gold Glove,1999,AL,,OF,
ueharko02,Gold Glove,1999,AL,,P,
kudoki01,MVP,1999,NL,,,
nogucsh01,MVP,1999,AL,,,
matsuda01,Rookie of the Year,1999,NL,,,
ueharko02,Rookie of the Year,1999,AL,,,
clarkph01,Silver Slugger,1999,NL,,1B,
furutat01,Silver Slugger,1999,AL,,C,
gomezle01,Silver Slugger,1999,AL,,3B,
ishiita02,Silver Slugger,1999,AL,,SS,
jojimke01,Silver Slugger,1999,NL,,C,
kanekma01,Silver Slugger,1999,NL,,2B,
matsuda01,Silver Slugger,1999,NL,,P,
matsuhi03,Silver Slugger,1999,AL,,OF,
matsuka02,Silver Slugger,1999,NL,,SS,
nakamno01,Silver Slugger,1999,NL,,3B,
ogasami01,Silver Slugger,1999,NL,,1B,
petagro01,Silver Slugger,1999,AL,,1B,
rhodetu01,Silver Slugger,1999,NL,,OF,
rosero01,Silver Slugger,1999,AL,,2B,
sekikko01,Silver Slugger,1999,AL,,OF,
suzukic01,Silver Slugger,1999,NL,,OF,
takahyo01,Silver Slugger,1999,AL,,OF,
taniyo01,Silver Slugger,1999,NL,,OF,
ueharko02,Silver Slugger,1999,AL,,P,
furutat01,Gold Glove,2000,AL,,C,
iwamuak01,Gold Glove,2000,AL,,3B,
jojimke01,Gold Glove,2000,NL,,C,
kosakma01,Gold Glove,2000,NL,,SS,
kudoki01,Gold Glove,2000,AL,,P,
matsuda01,Gold Glove,2000,NL,,P,
matsuhi03,Gold Glove,2000,AL,,OF,
miyamsh02,Gold Glove,2000,AL,,SS,
nakamno01,Gold Glove,2000,NL,,3B,
nishito01,Gold Glove,2000,AL,,2B,
ogasami01,Gold Glove,2000,NL,,1B,
oshimko01,Gold Glove,2000,NL,,2B,
petagro01,Gold Glove,2000,AL,,1B,
shibahi02,Gold Glove,2000,NL,,OF,
shinjts01,Gold Glove,2000,AL,,OF,
suzukic01,Gold Glove,2000,NL,,OF,
tagucso01,Gold Glove,2000,NL,,OF,
takahyo01,Gold Glove,2000,AL,,OF,
matsuhi03,MVP,2000,AL,,,
matsuno03,MVP,2000,NL,,,
kinjota01,Rookie of the Year,2000,AL,,,
etoak01,Silver Slugger,2000,AL,,3B,
furutat01,Silver Slugger,2000,AL,,C,
ishiita02,Silver Slugger,2000,AL,,SS,
jojimke01,Silver Slugger,2000,NL,,C,
kanemto01,Silver Slugger,2000,AL,,OF,
kudoki01,Silver Slugger,2000,AL,,P,
matsuda01,Silver Slugger,2000,NL,,P,
matsuhi03,Silver Slugger,2000,AL,,OF,
matsuka02,Silver Slugger,2000,NL,,SS,
matsuno03,Silver Slugger,2000,NL,,1B,
nakamno01,Silver Slugger,2000,NL,,3B,
obandsh01,Silver Slugger,2000,NL,,OF,
oshimko01,Silver Slugger,2000,NL,,2B,
petagro01,Silver Slugger,2000,AL,,1B,
rosero01,Silver Slugger,2000,AL,,2B,
shibahi02,Silver Slugger,2000,NL,,OF,
shinjts01,Silver Slugger,2000,AL,,OF,
suzukic01,Silver Slugger,2000,NL,,OF,
wilsoni01,Silver Slugger,2000,NL,,,
matsuda01,Cy Young Award,2001,NL,,,
akahono01,Gold Glove,2001,AL,,OF,
furutat01,Gold Glove,2001,AL,,C,
iguchta01,Gold Glove,2001,NL,,2B,
iwamuak01,Gold Glove,2001,AL,,3B,
jojimke01,Gold Glove,2001,NL,,C,
kosakma01,Gold Glove,2001,NL,,SS,
matsuda01,Gold Glove,2001,NL,,P,
matsuhi03,Gold Glove,2001,AL,,OF,
miyamsh02,Gold Glove,2001,AL,,SS,
nakamno01,Gold Glove,2001,NL,,3B,
nishito01,Gold Glove,2001,AL,,2B,
nogucsh01,Gold Glove,2001,AL,,P,
ogasami01,Gold Glove,2001,NL,,1B,
petagro01,Gold Glove,2001,AL,,1B,
shibahi02,Gold Glove,2001,NL,,OF,
tagucso01,Gold Glove,2001,NL,,OF,
takahyo01,Gold Glove,2001,AL,,OF,
taniyo01,Gold Glove,2001,NL,,OF,
petagro01,MVP,2001,AL,,,
rhodetu01,MVP,2001,NL,,,
akahono01,Rookie of the Year,2001,AL,,,
okuboma01,Rookie of the Year,2001,NL,,,
bolicfr01,Silver Slugger,2001,NL,,3B,
diazed01,Silver Slugger,2001,AL,,2B,
etoak01,Silver Slugger,2001,AL,,3B,
fujiish01,Silver Slugger,2001,AL,,P,
furutat01,Silver Slugger,2001,AL,,C,
iguchta01,Silver Slugger,2001,NL,,2B,
inabaat01,Silver Slugger,2001,AL,,OF,
ishiita02,Silver Slugger,2001,AL,,SS,
isobeko01,Silver Slugger,2001,NL,,OF,
jojimke01,Silver Slugger,2001,NL,,C,
kanemto01,Silver Slugger,2001,AL,,OF,
matsuda01,Silver Slugger,2001,NL,,P,
matsuhi03,Silver Slugger,2001,AL,,OF,
matsuka02,Silver Slugger,2001,NL,,SS,
nakamno01,Silver Slugger,2001,NL,,3B,
ogasami01,Silver Slugger,2001,NL,,1B,
petagro01,Silver Slugger,2001,AL,,1B,
rhodetu01,Silver Slugger,2001,NL,,OF,
taniyo01,Silver Slugger,2001,NL,,OF,
ueharko02,Cy Young Award,2002,AL,,,
abesh02,Gold Glove,2002,AL,,C,
fukudko03,Gold Glove,2002,AL,,OF,
ideta01,Gold Glove,2002,NL,,OF,
iwamuak01,Gold Glove,2002,AL,,3B,
jojimke01,Gold Glove,2002,NL,,C,
kuwatma01,Gold Glove,2002,AL,,P,
matsuhi03,Gold Glove,2002,AL,,OF,
matsuka02,Gold Glove,2002,NL,,SS,
miyamsh02,Gold Glove,2002,AL,,SS,
nakamno01,Gold Glove,2002,NL,,3B,
nishifu01,Gold Glove,2002,NL,,P,
nishito01,Gold Glove,2002,AL,,2B,
ogasami01,Gold Glove,2002,NL,,1B,
ozekita01,Gold Glove,2002,NL,,OF,
petagro01,Gold Glove,2002,AL,,1B,
takaghi02,Gold Glove,2002,NL,,2B,
takahyo01,Gold Glove,2002,AL,,OF,
taniyo01,Gold Glove,2002,NL,,OF,
cabreal01,MVP,2002,NL,,,
matsuhi03,MVP,2002,AL,,,
ishikma02,Rookie of the Year,2002,AL,,,
shodait01,Rookie of the Year,2002,NL,,,
abesh02,Silver Slugger,2002,AL,,C,
cabreal01,Silver Slugger,2002,NL,,1B,
fukudko03,Silver Slugger,2002,AL,,OF,
ibatahi01,Silver Slugger,2002,AL,,SS,
imaokma01,Silver Slugger,2002,AL,,2B,
itots01,Silver Slugger,2002,NL,,C,
iwamuak01,Silver Slugger,2002,AL,,3B,
matsuhi03,Silver Slugger,2002,AL,,OF,
matsuka02,Silver Slugger,2002,NL,,SS,
nakamno01,Silver Slugger,2002,NL,,3B,
ozekita01,Silver Slugger,2002,NL,,OF,
petagro01,Silver Slugger,2002,AL,,1B,
powelje01,Silver Slugger,2002,NL,,P,
rhodetu01,Silver Slugger,2002,NL,,OF,
shimita03,Silver Slugger,2002,AL,,OF,
takaghi02,Silver Slugger,2002,NL,,2B,
taniyo01,Silver Slugger,2002,NL,,OF,
ueharko02,Silver Slugger,2002,AL,,P,
wadaka01,Silver Slugger,2002,NL,,OF,
igawake01,Cy Young Award,2003,AL,,,
saitoka01,Cy Young Award,2003,NL,,,
akahono01,Gold Glove,2003,AL,,OF,
ariasge01,Gold Glove,2003,AL,,1B,
fukudko03,Gold Glove,2003,AL,,OF,
fukurka01,Gold Glove,2003,NL,,1B,
iguchta01,Gold Glove,2003,NL,,2B,
imaokma01,Gold Glove,2003,AL,,2B,
jojimke01,Gold Glove,2003,NL,,C,
matsuda01,Gold Glove,2003,NL,,P,
matsuka02,Gold Glove,2003,NL,,SS,
miyamsh02,Gold Glove,2003,AL,,SS,
muramar01,Gold Glove,2003,NL,,OF,
ogasami01,Gold Glove,2003,NL,,3B,
omurana01,Gold Glove,2003,NL,,OF,
shibahi02,Gold Glove,2003,NL,,OF,
takahyo01,Gold Glove,2003,AL,,OF,
taniyo01,Gold Glove,2003,NL,,OF,
tatsuka01,Gold Glove,2003,AL,,3B,
ueharko02,Gold Glove,2003,AL,,P,
yanoak01,Gold Glove,2003,AL,,C,
igawake01,MVP,2003,AL,,,
jojimke01,MVP,2003,NL,,,
kisanhi01,Rookie of the Year,2003,AL,,,
wadats01,Rookie of the Year,2003,NL,,,
akahono01,Silver Slugger,2003,AL,,OF,
ariasge01,Silver Slugger,2003,AL,,1B,
cabreal01,Silver Slugger,2003,NL,,1B,
fukudko03,Silver Slugger,2003,AL,,OF,
igawake01,Silver Slugger,2003,AL,,P,
iguchta01,Silver Slugger,2003,NL,,2B,
imaokma01,Silver Slugger,2003,AL,,2B,
jojimke01,Silver Slugger,2003,NL,,C,
matsuka02,Silver Slugger,2003,NL,,SS,
matsuno03,Silver Slugger,2003,NL,,1B,
niokato01,Silver Slugger,2003,AL,,SS,
ogasami01,Silver Slugger,2003,NL,,3B,
ramiral01,Silver Slugger,2003,AL,,OF,
rhodetu01,Silver Slugger,2003,NL,,OF,
saitoka01,Silver Slugger,2003,NL,,P,
suzukke04,Silver Slugger,2003,AL,,3B,
taniyo01,Silver Slugger,2003,NL,,OF,
wadaka01,Silver Slugger,2003,NL,,OF,
yanoak01,Silver Slugger,2003,AL,,C,
kawakke01,Cy Young Award,2004,AL,,,
akahono01,Gold Glove,2004,AL,,OF,
arakima01,Gold Glove,2004,AL,,2B,
furutat01,Gold Glove,2004,AL,,C,
ibatahi01,Gold Glove,2004,AL,,SS,
iguchta01,Gold Glove,2004,NL,,2B,
iwamuak01,Gold Glove,2004,AL,,3B,
jojimke01,Gold Glove,2004,NL,,C,
kawakke01,Gold Glove,2004,AL,,P,
kawasmu01,Gold Glove,2004,NL,,SS,
kuramhi01,Gold Glove,2004,AL,,OF,
matsuda01,Gold Glove,2004,NL,,P,
matsuno03,Gold Glove,2004,NL,,1B,
muramar01,Gold Glove,2004,NL,,OF,
nakamno01,Gold Glove,2004,NL,,3B,
ochoaal01,Gold Glove,2004,AL,,OF,
shinjts01,Gold Glove,2004,NL,,OF,
taniyo01,Gold Glove,2004,NL,,OF,
watanhi02,Gold Glove,2004,AL,,1B,
kawakke01,MVP,2004,AL,,,
matsuno03,MVP,2004,NL,,,
kawasry01,Rookie of the Year,2004,AL,,,
miseko01,Rookie of the Year,2004,NL,,,
arakima01,Silver Slugger,2004,AL,,2B,
furutat01,Silver Slugger,2004,AL,,C,
ibatahi01,Silver Slugger,2004,AL,,SS,
iguchta01,Silver Slugger,2004,NL,,2B,
iwakuhi01,Silver Slugger,2004,NL,,P,
jojimke01,Silver Slugger,2004,NL,,C,
kanemto01,Silver Slugger,2004,AL,,OF,
kawakke01,Silver Slugger,2004,AL,,P,
kawasmu01,Silver Slugger,2004,NL,,SS,
larocgr01,Silver Slugger,2004,AL,,2B,
matsuno03,Silver Slugger,2004,NL,,1B,
ogasami01,Silver Slugger,2004,NL,,3B,
rhodetu01,Silver Slugger,2004,AL,,OF,
seguife01,Silver Slugger,2004,NL,,1B,
shimash01,Silver Slugger,2004,AL,,OF,
shinjts01,Silver Slugger,2004,NL,,OF,
taniyo01,Silver Slugger,2004,NL,,OF,
tatsuka01,Silver Slugger,2004,AL,,3B,
wadaka01,Silver Slugger,2004,NL,,OF,
woodsty01,Silver Slugger,2004,AL,,1B,
sugiuto02,Cy Young Award,2005,NL,,,
akahono01,Gold Glove,2005,AL,,OF,
arakima01,Gold Glove,2005,AL,,2B,
fukudko03,Gold Glove,2005,AL,,OF,
fukurka01,Gold Glove,2005,NL,,1B,
ibatahi01,Gold Glove,2005,AL,,SS,
imaeto01,Gold Glove,2005,NL,,3B,
iwamuak01,Gold Glove,2005,AL,,3B,
jojimke01,Gold Glove,2005,NL,,C,
kinjota01,Gold Glove,2005,AL,,OF,
kosakma01,Gold Glove,2005,NL,,SS,
kurodhi02,Gold Glove,2005,AL,,P,
matsuda01,Gold Glove,2005,NL,,P,
omurana01,Gold Glove,2005,NL,,OF,
omurasa01,Gold Glove,2005,NL,,OF,
sheetan01,Gold Glove,2005,AL,,1B,
shinjts01,Gold Glove,2005,NL,,OF,
yanoak01,Gold Glove,2005,AL,,C,
kanemto01,MVP,2005,AL,,,
sugiuto02,MVP,2005,NL,,,
aokino01,Rookie of the Year,2005,AL,,,
kuboya01,Rookie of the Year,2005,NL,,,
akahono01,Silver Slugger,2005,AL,,OF,
aokino01,Silver Slugger,2005,AL,,OF,
araita01,Silver Slugger,2005,AL,,3B,
arakima01,Silver Slugger,2005,AL,,2B,
francma02,Silver Slugger,2005,NL,,OF,
horiko01,Silver Slugger,2005,NL,,2B,
ibatahi01,Silver Slugger,2005,AL,,SS,
imaeto01,Silver Slugger,2005,NL,,3B,
imaokma01,Silver Slugger,2005,AL,,3B,
jojimke01,Silver Slugger,2005,NL,,C,
kanemto01,Silver Slugger,2005,AL,,OF,
kurodhi02,Silver Slugger,2005,AL,,P,
matsuno03,Silver Slugger,2005,NL,,OF,
miyajka01,Silver Slugger,2005,NL,,OF,
sugiuto02,Silver Slugger,2005,NL,,P,
wadaka01,Silver Slugger,2005,NL,,OF,
yanoak01,Silver Slugger,2005,AL,,C,
zuletju01,Silver Slugger,2005,NL,,1B,
saitoka01,Cy Young Award,2006,NL,,,
akahono01,Gold Glove,2006,AL,,OF,
aokino01,Gold Glove,2006,AL,,OF,
arakima01,Gold Glove,2006,AL,,2B,
fukudko03,Gold Glove,2006,AL,,OF,
ibatahi01,Gold Glove,2006,AL,,SS,
imaeto01,Gold Glove,2006,NL,,3B,
inabaat01,Gold Glove,2006,NL,,OF,
iwamuak01,Gold Glove,2006,AL,,3B,
kawakke01,Gold Glove,2006,AL,,P,
kawasmu01,Gold Glove,2006,NL,,SS,
matsuda01,Gold Glove,2006,NL,,P,
morimhi01,Gold Glove,2006,NL,,OF,
ogasami01,Gold Glove,2006,NL,,1B,
satozto01,Gold Glove,2006,NL,,C,
sheetan01,Gold Glove,2006,AL,,1B,
shinjts01,Gold Glove,2006,NL,,OF,
tanakke02,Gold Glove,2006,NL,,2B,
tanismo01,Gold Glove,2006,AL,,C,
fukudko03,MVP,2006,AL,,,
ogasami01,MVP,2006,NL,,,
soyogei01,Rookie of the Year,2006,AL,,,
yagito01,Rookie of the Year,2006,NL,,,
aokino01,Silver Slugger,2006,AL,,OF,
arakima01,Silver Slugger,2006,AL,,2B,
fukudko03,Silver Slugger,2006,AL,,OF,
ibatahi01,Silver Slugger,2006,AL,,SS,
inabaat01,Silver Slugger,2006,NL,,OF,
iwamuak01,Silver Slugger,2006,AL,,3B,
kanemto01,Silver Slugger,2006,AL,,OF,
kawakke01,Silver Slugger,2006,AL,,P,
kawasmu01,Silver Slugger,2006,NL,,SS,
matsuno03,Silver Slugger,2006,NL,,OF,
ogasami01,Silver Slugger,2006,NL,,1B,
saitoka01,Silver Slugger,2006,NL,,P,
satozto01,Silver Slugger,2006,NL,,C,
seguife01,Silver Slugger,2006,NL,,1B,
